camera,timestamp,x,y,zone
CAM 1,74.24083333333334,1247,992,Entrance
CAM 1,74.24083333333334,1655,889,Entrance
CAM 1,74.24083333333334,1773,918,Entrance
CAM 1,74.24083333333334,1511,854,Entrance
CAM 1,74.24083333333334,1142,855,Entrance
CAM 1,74.24083333333334,785,847,Entrance
CAM 1,74.24083333333334,1051,863,Entrance
CAM 1,74.24083333333334,382,842,Entrance
CAM 1,74.24083333333334,1593,879,Entrance
CAM 1,74.24083333333334,1838,788,Entrance
CAM 1,74.24083333333334,1710,743,Entrance
CAM 1,74.24083333333334,1788,737,Entrance
CAM 1,74.24083333333334,1855,734,Entrance
CAM 1,74.24083333333334,1758,732,Entrance
CAM 1,74.24083333333334,1728,741,Entrance
CAM 1,74.24083333333334,1829,720,Entrance
CAM 1,74.24083333333334,1476,578,Entrance
CAM 1,74.24083333333334,775,528,Entrance
CAM 1,74.24083333333334,315,526,Entrance
CAM 1,74.24083333333334,526,514,Entrance
CAM 1,74.24083333333334,371,519,Entrance
CAM 1,74.24083333333334,196,521,Entrance
CAM 1,74.24083333333334,416,505,Entrance
CAM 1,74.24083333333334,954,499,Entrance
CAM 1,74.24083333333334,1117,491,Entrance
CAM 1,74.24083333333334,1897,493,Entrance
CAM 1,74.24083333333334,1721,596,Entrance
CAM 1,74.24083333333334,1517,394,Entrance
CAM 1,74.24083333333334,1536,327,Entrance
CAM 1,74.24083333333334,1384,466,Entrance
CAM 1,74.24083333333334,1475,299,Entrance
CAM 1,74.24083333333334,1720,183,Entrance
CAM 1,74.24083333333334,1553,174,Entrance
CAM 1,74.24083333333334,1178,170,Entrance
CAM 1,74.24083333333334,1821,82,Entrance
CAM 1,74.40766666666667,1683,1063,Entrance
CAM 1,74.40766666666667,671,1015,Entrance
CAM 1,74.40766666666667,599,988,Entrance
CAM 1,74.40766666666667,725,997,Entrance
CAM 1,74.40766666666667,1879,1015,Entrance
CAM 1,74.40766666666667,1616,1013,Entrance
CAM 1,74.40766666666667,958,969,Entrance
CAM 1,74.40766666666667,1250,986,Entrance
CAM 1,74.40766666666667,1754,968,Entrance
CAM 1,74.40766666666667,1654,894,Entrance
CAM 1,74.40766666666667,1587,887,Entrance
CAM 1,74.40766666666667,1525,840,Entrance
CAM 1,74.40766666666667,1090,867,Entrance
CAM 1,74.40766666666667,381,834,Entrance
CAM 1,74.40766666666667,791,836,Entrance
CAM 1,74.40766666666667,1620,809,Entrance
CAM 1,74.40766666666667,1789,734,Entrance
CAM 1,74.40766666666667,1849,775,Entrance
CAM 1,74.40766666666667,1757,732,Entrance
CAM 1,74.40766666666667,1736,725,Entrance
CAM 1,74.40766666666667,1827,716,Entrance
CAM 1,74.40766666666667,1478,579,Entrance
CAM 1,74.40766666666667,217,519,Entrance
CAM 1,74.40766666666667,528,512,Entrance
CAM 1,74.40766666666667,416,504,Entrance
CAM 1,74.40766666666667,1366,487,Entrance
CAM 1,74.40766666666667,1122,490,Entrance
CAM 1,74.40766666666667,954,495,Entrance
CAM 1,74.40766666666667,1902,485,Entrance
CAM 1,74.40766666666667,1728,591,Entrance
CAM 1,74.40766666666667,1443,401,Entrance
CAM 1,74.40766666666667,1540,323,Entrance
CAM 1,74.40766666666667,1487,300,Entrance
CAM 1,74.40766666666667,1385,467,Entrance
CAM 1,74.40766666666667,1720,181,Entrance
CAM 1,74.40766666666667,1553,169,Entrance
CAM 1,74.40766666666667,1187,165,Entrance
CAM 1,74.40766666666667,1833,86,Entrance
CAM 1,74.40766666666667,1806,82,Entrance
CAM 1,74.5745,672,1013,Entrance
CAM 1,74.5745,725,989,Entrance
CAM 1,74.5745,648,959,Entrance
CAM 1,74.5745,959,967,Entrance
CAM 1,74.5745,1872,1002,Entrance
CAM 1,74.5745,1619,994,Entrance
CAM 1,74.5745,1249,977,Entrance
CAM 1,74.5745,1742,971,Entrance
CAM 1,74.5745,1651,899,Entrance
CAM 1,74.5745,1580,863,Entrance
CAM 1,74.5745,1083,886,Entrance
CAM 1,74.5745,380,825,Entrance
CAM 1,74.5745,800,826,Entrance
CAM 1,74.5745,155,806,Entrance
CAM 1,74.5745,1618,808,Entrance
CAM 1,74.5745,1790,727,Entrance
CAM 1,74.5745,1836,785,Entrance
CAM 1,74.5745,1736,725,Entrance
CAM 1,74.5745,1479,579,Entrance
CAM 1,74.5745,416,502,Entrance
CAM 1,74.5745,1121,489,Entrance
CAM 1,74.5745,544,486,Entrance
CAM 1,74.5745,477,490,Entrance
CAM 1,74.5745,954,492,Entrance
CAM 1,74.5745,1612,483,Entrance
CAM 1,74.5745,1894,475,Entrance
CAM 1,74.5745,51,459,Entrance
CAM 1,74.5745,1386,558,Entrance
CAM 1,74.5745,1727,581,Entrance
CAM 1,74.5745,1459,391,Entrance
CAM 1,74.5745,1556,307,Entrance
CAM 1,74.5745,1500,300,Entrance
CAM 1,74.5745,1406,376,Entrance
CAM 1,74.5745,1532,244,Entrance
CAM 1,74.5745,1720,178,Entrance
CAM 1,74.5745,1217,158,Entrance
CAM 1,74.5745,1833,86,Entrance
CAM 1,74.5745,1806,82,Entrance
CAM 1,74.74133333333333,961,966,Entrance
CAM 1,74.74133333333333,684,977,Entrance
CAM 1,74.74133333333333,1874,999,Entrance
CAM 1,74.74133333333333,1249,971,Entrance
CAM 1,74.74133333333333,1620,983,Entrance
CAM 1,74.74133333333333,1733,980,Entrance
CAM 1,74.74133333333333,1648,900,Entrance
CAM 1,74.74133333333333,419,839,Entrance
CAM 1,74.74133333333333,1581,860,Entrance
CAM 1,74.74133333333333,1083,886,Entrance
CAM 1,74.74133333333333,1616,809,Entrance
CAM 1,74.74133333333333,284,819,Entrance
CAM 1,74.74133333333333,168,802,Entrance
CAM 1,74.74133333333333,527,816,Entrance
CAM 1,74.74133333333333,813,814,Entrance
CAM 1,74.74133333333333,1759,731,Entrance
CAM 1,74.74133333333333,1736,724,Entrance
CAM 1,74.74133333333333,1834,779,Entrance
CAM 1,74.74133333333333,1484,579,Entrance
CAM 1,74.74133333333333,1124,488,Entrance
CAM 1,74.74133333333333,955,491,Entrance
CAM 1,74.74133333333333,477,487,Entrance
CAM 1,74.74133333333333,536,481,Entrance
CAM 1,74.74133333333333,654,476,Entrance
CAM 1,74.74133333333333,1609,477,Entrance
CAM 1,74.74133333333333,1249,461,Entrance
CAM 1,74.74133333333333,1889,467,Entrance
CAM 1,74.74133333333333,64,456,Entrance
CAM 1,74.74133333333333,1386,562,Entrance
CAM 1,74.74133333333333,1728,583,Entrance
CAM 1,74.74133333333333,1541,418,Entrance
CAM 1,74.74133333333333,1481,392,Entrance
CAM 1,74.74133333333333,1559,307,Entrance
CAM 1,74.74133333333333,1508,300,Entrance
CAM 1,74.74133333333333,1412,376,Entrance
CAM 1,74.74133333333333,1532,244,Entrance
CAM 1,74.74133333333333,1011,147,Entrance
CAM 1,74.90816666666667,1265,1003,Entrance
CAM 1,74.90816666666667,958,965,Entrance
CAM 1,74.90816666666667,672,966,Entrance
CAM 1,74.90816666666667,1875,1000,Entrance
CAM 1,74.90816666666667,1623,980,Entrance
CAM 1,74.90816666666667,948,931,Entrance
CAM 1,74.90816666666667,1249,954,Entrance
CAM 1,74.90816666666667,1704,911,Entrance
CAM 1,74.90816666666667,1027,900,Entrance
CAM 1,74.90816666666667,1643,883,Entrance
CAM 1,74.90816666666667,1580,859,Entrance
CAM 1,74.90816666666667,1104,861,Entrance
CAM 1,74.90816666666667,289,814,Entrance
CAM 1,74.90816666666667,174,801,Entrance
CAM 1,74.90816666666667,727,805,Entrance
CAM 1,74.90816666666667,1767,903,Entrance
CAM 1,74.90816666666667,1759,729,Entrance
CAM 1,74.90816666666667,1738,726,Entrance
CAM 1,74.90816666666667,1880,697,Entrance
CAM 1,74.90816666666667,1482,577,Entrance
CAM 1,74.90816666666667,1386,583,Entrance
CAM 1,74.90816666666667,1141,484,Entrance
CAM 1,74.90816666666667,957,486,Entrance
CAM 1,74.90816666666667,536,481,Entrance
CAM 1,74.90816666666667,476,485,Entrance
CAM 1,74.90816666666667,1069,473,Entrance
CAM 1,74.90816666666667,1609,471,Entrance
CAM 1,74.90816666666667,1249,461,Entrance
CAM 1,74.90816666666667,656,464,Entrance
CAM 1,74.90816666666667,1439,463,Entrance
CAM 1,74.90816666666667,1161,457,Entrance
CAM 1,74.90816666666667,1878,458,Entrance
CAM 1,74.90816666666667,91,451,Entrance
CAM 1,74.90816666666667,1536,424,Entrance
CAM 1,74.90816666666667,1726,579,Entrance
CAM 1,74.90816666666667,1483,390,Entrance
CAM 1,74.90816666666667,1456,403,Entrance
CAM 1,74.90816666666667,1559,306,Entrance
CAM 1,74.90816666666667,1508,298,Entrance
CAM 1,74.90816666666667,1417,375,Entrance
CAM 1,74.90816666666667,1533,244,Entrance
CAM 1,74.90816666666667,1012,140,Entrance
CAM 1,75.075,1247,1009,Entrance
CAM 1,75.075,958,964,Entrance
CAM 1,75.075,1876,1000,Entrance
CAM 1,75.075,1622,976,Entrance
CAM 1,75.075,667,941,Entrance
CAM 1,75.075,949,930,Entrance
CAM 1,75.075,1246,952,Entrance
CAM 1,75.075,1013,917,Entrance
CAM 1,75.075,1636,882,Entrance
CAM 1,75.075,1580,860,Entrance
CAM 1,75.075,1106,874,Entrance
CAM 1,75.075,306,807,Entrance
CAM 1,75.075,197,794,Entrance
CAM 1,75.075,732,794,Entrance
CAM 1,75.075,1761,724,Entrance
CAM 1,75.075,1739,721,Entrance
CAM 1,75.075,1781,873,Entrance
CAM 1,75.075,1479,578,Entrance
CAM 1,75.075,1386,597,Entrance
CAM 1,75.075,955,482,Entrance
CAM 1,75.075,1382,484,Entrance
CAM 1,75.075,1610,466,Entrance
CAM 1,75.075,1441,464,Entrance
CAM 1,75.075,1268,456,Entrance
CAM 1,75.075,1162,456,Entrance
CAM 1,75.075,657,460,Entrance
CAM 1,75.075,1871,448,Entrance
CAM 1,75.075,92,447,Entrance
CAM 1,75.075,1544,418,Entrance
CAM 1,75.075,1720,576,Entrance
CAM 1,75.075,1447,396,Entrance
CAM 1,75.075,1384,415,Entrance
CAM 1,75.075,1559,306,Entrance
CAM 1,75.075,1506,296,Entrance
CAM 1,75.075,1433,309,Entrance
CAM 1,75.075,1538,244,Entrance
CAM 1,75.075,1013,130,Entrance
CAM 1,75.24183333333333,1699,1059,Entrance
CAM 1,75.24183333333333,1230,996,Entrance
CAM 1,75.24183333333333,960,964,Entrance
CAM 1,75.24183333333333,1879,1000,Entrance
CAM 1,75.24183333333333,1618,973,Entrance
CAM 1,75.24183333333333,663,935,Entrance
CAM 1,75.24183333333333,949,930,Entrance
CAM 1,75.24183333333333,1241,941,Entrance
CAM 1,75.24183333333333,1721,942,Entrance
CAM 1,75.24183333333333,1634,888,Entrance
CAM 1,75.24183333333333,1013,901,Entrance
CAM 1,75.24183333333333,1580,860,Entrance
CAM 1,75.24183333333333,1108,874,Entrance
CAM 1,75.24183333333333,315,803,Entrance
CAM 1,75.24183333333333,1775,812,Entrance
CAM 1,75.24183333333333,872,791,Entrance
CAM 1,75.24183333333333,236,786,Entrance
CAM 1,75.24183333333333,581,785,Entrance
CAM 1,75.24183333333333,1829,791,Entrance
CAM 1,75.24183333333333,1741,714,Entrance
CAM 1,75.24183333333333,1481,578,Entrance
CAM 1,75.24183333333333,1387,596,Entrance
CAM 1,75.24183333333333,1610,463,Entrance
CAM 1,75.24183333333333,1268,455,Entrance
CAM 1,75.24183333333333,1162,455,Entrance
CAM 1,75.24183333333333,1386,467,Entrance
CAM 1,75.24183333333333,659,455,Entrance
CAM 1,75.24183333333333,751,441,Entrance
CAM 1,75.24183333333333,1262,436,Entrance
CAM 1,75.24183333333333,94,446,Entrance
CAM 1,75.24183333333333,1866,435,Entrance
CAM 1,75.24183333333333,1717,576,Entrance
CAM 1,75.24183333333333,1546,409,Entrance
CAM 1,75.24183333333333,1510,398,Entrance
CAM 1,75.24183333333333,1453,392,Entrance
CAM 1,75.24183333333333,1385,398,Entrance
CAM 1,75.24183333333333,1559,306,Entrance
CAM 1,75.24183333333333,1505,295,Entrance
CAM 1,75.24183333333333,1443,309,Entrance
CAM 1,75.24183333333333,1538,243,Entrance
CAM 1,75.24183333333333,1013,121,Entrance
CAM 1,75.40866666666666,1248,1007,Entrance
CAM 1,75.40866666666666,961,963,Entrance
CAM 1,75.40866666666666,1750,970,Entrance
CAM 1,75.40866666666666,1880,992,Entrance
CAM 1,75.40866666666666,1616,966,Entrance
CAM 1,75.40866666666666,680,933,Entrance
CAM 1,75.40866666666666,949,929,Entrance
CAM 1,75.40866666666666,1237,942,Entrance
CAM 1,75.40866666666666,1723,921,Entrance
CAM 1,75.40866666666666,1631,886,Entrance
CAM 1,75.40866666666666,1013,899,Entrance
CAM 1,75.40866666666666,1579,859,Entrance
CAM 1,75.40866666666666,1774,818,Entrance
CAM 1,75.40866666666666,1109,874,Entrance
CAM 1,75.40866666666666,357,798,Entrance
CAM 1,75.40866666666666,253,779,Entrance
CAM 1,75.40866666666666,874,782,Entrance
CAM 1,75.40866666666666,585,778,Entrance
CAM 1,75.40866666666666,1829,787,Entrance
CAM 1,75.40866666666666,1483,578,Entrance
CAM 1,75.40866666666666,1387,595,Entrance
CAM 1,75.40866666666666,1615,461,Entrance
CAM 1,75.40866666666666,1161,454,Entrance
CAM 1,75.40866666666666,1385,468,Entrance
CAM 1,75.40866666666666,659,452,Entrance
CAM 1,75.40866666666666,1268,435,Entrance
CAM 1,75.40866666666666,94,441,Entrance
CAM 1,75.40866666666666,762,436,Entrance
CAM 1,75.40866666666666,1866,426,Entrance
CAM 1,75.40866666666666,1715,573,Entrance
CAM 1,75.40866666666666,1528,408,Entrance
CAM 1,75.40866666666666,1457,392,Entrance
CAM 1,75.40866666666666,1391,397,Entrance
CAM 1,75.40866666666666,1491,357,Entrance
CAM 1,75.40866666666666,1555,304,Entrance
CAM 1,75.40866666666666,1507,296,Entrance
CAM 1,75.40866666666666,1432,303,Entrance
CAM 1,75.40866666666666,1538,243,Entrance
CAM 1,75.40866666666666,1014,111,Entrance
CAM 1,75.5755,354,1071,Entrance
CAM 1,75.5755,707,1071,Entrance
CAM 1,75.5755,1248,1009,Entrance
CAM 1,75.5755,1751,979,Entrance
CAM 1,75.5755,961,962,Entrance
CAM 1,75.5755,1885,990,Entrance
CAM 1,75.5755,1615,954,Entrance
CAM 1,75.5755,949,930,Entrance
CAM 1,75.5755,681,926,Entrance
CAM 1,75.5755,1236,926,Entrance
CAM 1,75.5755,1628,891,Entrance
CAM 1,75.5755,1726,917,Entrance
CAM 1,75.5755,1013,891,Entrance
CAM 1,75.5755,1579,859,Entrance
CAM 1,75.5755,1111,874,Entrance
CAM 1,75.5755,993,785,Entrance
CAM 1,75.5755,906,765,Entrance
CAM 1,75.5755,758,772,Entrance
CAM 1,75.5755,291,764,Entrance
CAM 1,75.5755,592,766,Entrance
CAM 1,75.5755,1050,744,Entrance
CAM 1,75.5755,1828,784,Entrance
CAM 1,75.5755,1484,578,Entrance
CAM 1,75.5755,1382,594,Entrance
CAM 1,75.5755,1379,470,Entrance
CAM 1,75.5755,957,433,Entrance
CAM 1,75.5755,1270,435,Entrance
CAM 1,75.5755,680,442,Entrance
CAM 1,75.5755,756,436,Entrance
CAM 1,75.5755,113,434,Entrance
CAM 1,75.5755,1726,425,Entrance
CAM 1,75.5755,1392,416,Entrance
CAM 1,75.5755,918,413,Entrance
CAM 1,75.5755,284,411,Entrance
CAM 1,75.5755,1862,417,Entrance
CAM 1,75.5755,1550,410,Entrance
CAM 1,75.5755,1713,552,Entrance
CAM 1,75.5755,1459,393,Entrance
CAM 1,75.5755,1558,302,Entrance
CAM 1,75.5755,1512,299,Entrance
CAM 1,75.5755,1443,302,Entrance
CAM 1,75.5755,1538,243,Entrance
CAM 1,75.5755,1016,98,Entrance
CAM 1,75.5755,1235,92,Entrance
CAM 1,75.74233333333333,639,1069,Entrance
CAM 1,75.74233333333333,336,1068,Entrance
CAM 1,75.74233333333333,706,1066,Entrance
CAM 1,75.74233333333333,1249,1024,Entrance
CAM 1,75.74233333333333,1751,985,Entrance
CAM 1,75.74233333333333,970,961,Entrance
CAM 1,75.74233333333333,1890,976,Entrance
CAM 1,75.74233333333333,1613,948,Entrance
CAM 1,75.74233333333333,950,929,Entrance
CAM 1,75.74233333333333,1238,926,Entrance
CAM 1,75.74233333333333,680,908,Entrance
CAM 1,75.74233333333333,1196,893,Entrance
CAM 1,75.74233333333333,1623,889,Entrance
CAM 1,75.74233333333333,1725,914,Entrance
CAM 1,75.74233333333333,1014,897,Entrance
CAM 1,75.74233333333333,1579,859,Entrance
CAM 1,75.74233333333333,1114,875,Entrance
CAM 1,75.74233333333333,757,768,Entrance
CAM 1,75.74233333333333,330,753,Entrance
CAM 1,75.74233333333333,605,756,Entrance
CAM 1,75.74233333333333,1063,740,Entrance
CAM 1,75.74233333333333,1828,779,Entrance
CAM 1,75.74233333333333,1484,578,Entrance
CAM 1,75.74233333333333,1383,593,Entrance
CAM 1,75.74233333333333,1378,471,Entrance
CAM 1,75.74233333333333,756,434,Entrance
CAM 1,75.74233333333333,123,428,Entrance
CAM 1,75.74233333333333,1393,417,Entrance
CAM 1,75.74233333333333,1726,426,Entrance
CAM 1,75.74233333333333,903,415,Entrance
CAM 1,75.74233333333333,287,407,Entrance
CAM 1,75.74233333333333,1552,409,Entrance
CAM 1,75.74233333333333,1855,410,Entrance
CAM 1,75.74233333333333,1714,550,Entrance
CAM 1,75.74233333333333,1460,393,Entrance
CAM 1,75.74233333333333,1555,308,Entrance
CAM 1,75.74233333333333,1567,273,Entrance
CAM 1,75.74233333333333,1515,301,Entrance
CAM 1,75.74233333333333,1450,299,Entrance
CAM 1,75.74233333333333,1537,243,Entrance
CAM 1,75.74233333333333,1016,87,Entrance
CAM 1,75.74233333333333,1237,82,Entrance
CAM 1,75.90916666666666,338,1063,Entrance
CAM 1,75.90916666666666,621,1061,Entrance
CAM 1,75.90916666666666,710,1061,Entrance
CAM 1,75.90916666666666,1248,1030,Entrance
CAM 1,75.90916666666666,1750,988,Entrance
CAM 1,75.90916666666666,970,959,Entrance
CAM 1,75.90916666666666,1892,970,Entrance
CAM 1,75.90916666666666,1616,943,Entrance
CAM 1,75.90916666666666,952,929,Entrance
CAM 1,75.90916666666666,699,901,Entrance
CAM 1,75.90916666666666,1621,888,Entrance
CAM 1,75.90916666666666,1239,911,Entrance
CAM 1,75.90916666666666,1196,884,Entrance
CAM 1,75.90916666666666,1754,913,Entrance
CAM 1,75.90916666666666,1677,872,Entrance
CAM 1,75.90916666666666,1579,859,Entrance
CAM 1,75.90916666666666,1014,893,Entrance
CAM 1,75.90916666666666,1116,876,Entrance
CAM 1,75.90916666666666,336,747,Entrance
CAM 1,75.90916666666666,747,750,Entrance
CAM 1,75.90916666666666,604,748,Entrance
CAM 1,75.90916666666666,1828,778,Entrance
CAM 1,75.90916666666666,1082,733,Entrance
CAM 1,75.90916666666666,1484,578,Entrance
CAM 1,75.90916666666666,1378,556,Entrance
CAM 1,75.90916666666666,757,431,Entrance
CAM 1,75.90916666666666,1395,416,Entrance
CAM 1,75.90916666666666,923,414,Entrance
CAM 1,75.90916666666666,1728,428,Entrance
CAM 1,75.90916666666666,1554,410,Entrance
CAM 1,75.90916666666666,1160,395,Entrance
CAM 1,75.90916666666666,312,403,Entrance
CAM 1,75.90916666666666,1715,550,Entrance
CAM 1,75.90916666666666,1853,404,Entrance
CAM 1,75.90916666666666,439,392,Entrance
CAM 1,75.90916666666666,1461,393,Entrance
CAM 1,75.90916666666666,1270,379,Entrance
CAM 1,75.90916666666666,1516,302,Entrance
CAM 1,75.90916666666666,1452,299,Entrance
CAM 1,75.90916666666666,1537,243,Entrance
CAM 1,75.90916666666666,1017,82,Entrance
CAM 1,75.90916666666666,1236,69,Entrance
CAM 1,76.07600000000001,124,1061,Entrance
CAM 1,76.07600000000001,354,1059,Entrance
CAM 1,76.07600000000001,719,1058,Entrance
CAM 1,76.07600000000001,619,1058,Entrance
CAM 1,76.07600000000001,1248,1030,Entrance
CAM 1,76.07600000000001,1750,988,Entrance
CAM 1,76.07600000000001,969,958,Entrance
CAM 1,76.07600000000001,1898,960,Entrance
CAM 1,76.07600000000001,1617,939,Entrance
CAM 1,76.07600000000001,953,929,Entrance
CAM 1,76.07600000000001,723,895,Entrance
CAM 1,76.07600000000001,670,896,Entrance
CAM 1,76.07600000000001,1619,887,Entrance
CAM 1,76.07600000000001,1241,903,Entrance
CAM 1,76.07600000000001,1195,878,Entrance
CAM 1,76.07600000000001,1677,869,Entrance
CAM 1,76.07600000000001,1573,864,Entrance
CAM 1,76.07600000000001,1013,892,Entrance
CAM 1,76.07600000000001,1119,876,Entrance
CAM 1,76.07600000000001,358,744,Entrance
CAM 1,76.07600000000001,604,745,Entrance
CAM 1,76.07600000000001,746,742,Entrance
CAM 1,76.07600000000001,1793,846,Entrance
CAM 1,76.07600000000001,1095,727,Entrance
CAM 1,76.07600000000001,105,710,Entrance
CAM 1,76.07600000000001,1660,651,Entrance
CAM 1,76.07600000000001,1484,577,Entrance
CAM 1,76.07600000000001,1379,555,Entrance
CAM 1,76.07600000000001,1396,416,Entrance
CAM 1,76.07600000000001,870,413,Entrance
CAM 1,76.07600000000001,928,410,Entrance
CAM 1,76.07600000000001,1553,410,Entrance
CAM 1,76.07600000000001,1714,516,Entrance
CAM 1,76.07600000000001,313,402,Entrance
CAM 1,76.07600000000001,1660,396,Entrance
CAM 1,76.07600000000001,1173,391,Entrance
CAM 1,76.07600000000001,1852,399,Entrance
CAM 1,76.07600000000001,1462,393,Entrance
CAM 1,76.07600000000001,1084,384,Entrance
CAM 1,76.07600000000001,453,391,Entrance
CAM 1,76.07600000000001,1279,374,Entrance
CAM 1,76.07600000000001,1516,302,Entrance
CAM 1,76.07600000000001,1461,290,Entrance
CAM 1,76.07600000000001,1537,243,Entrance
CAM 1,76.07600000000001,1018,72,Entrance
CAM 1,76.07600000000001,1235,64,Entrance
CAM 1,76.24283333333334,166,1047,Entrance
CAM 1,76.24283333333334,118,1057,Entrance
CAM 1,76.24283333333334,355,1054,Entrance
CAM 1,76.24283333333334,678,1051,Entrance
CAM 1,76.24283333333334,1249,1031,Entrance
CAM 1,76.24283333333334,968,959,Entrance
CAM 1,76.24283333333334,1901,956,Entrance
CAM 1,76.24283333333334,1615,935,Entrance
CAM 1,76.24283333333334,954,929,Entrance
CAM 1,76.24283333333334,1619,884,Entrance
CAM 1,76.24283333333334,1241,899,Entrance
CAM 1,76.24283333333334,723,889,Entrance
CAM 1,76.24283333333334,672,885,Entrance
CAM 1,76.24283333333334,1194,879,Entrance
CAM 1,76.24283333333334,1760,906,Entrance
CAM 1,76.24283333333334,1677,869,Entrance
CAM 1,76.24283333333334,1573,864,Entrance
CAM 1,76.24283333333334,1013,875,Entrance
CAM 1,76.24283333333334,1152,878,Entrance
CAM 1,76.24283333333334,379,735,Entrance
CAM 1,76.24283333333334,602,739,Entrance
CAM 1,76.24283333333334,1826,781,Entrance
CAM 1,76.24283333333334,790,728,Entrance
CAM 1,76.24283333333334,122,706,Entrance
CAM 1,76.24283333333334,1109,720,Entrance
CAM 1,76.24283333333334,1484,578,Entrance
CAM 1,76.24283333333334,1496,484,Entrance
CAM 1,76.24283333333334,1383,543,Entrance
CAM 1,76.24283333333334,1395,417,Entrance
CAM 1,76.24283333333334,1715,545,Entrance
CAM 1,76.24283333333334,920,406,Entrance
CAM 1,76.24283333333334,1555,407,Entrance
CAM 1,76.24283333333334,1160,394,Entrance
CAM 1,76.24283333333334,192,393,Entrance
CAM 1,76.24283333333334,307,398,Entrance
CAM 1,76.24283333333334,1461,392,Entrance
CAM 1,76.24283333333334,1842,392,Entrance
CAM 1,76.24283333333334,453,389,Entrance
CAM 1,76.24283333333334,1659,387,Entrance
CAM 1,76.24283333333334,1133,377,Entrance
CAM 1,76.24283333333334,1266,373,Entrance
CAM 1,76.24283333333334,1511,303,Entrance
CAM 1,76.24283333333334,1461,291,Entrance
CAM 1,76.24283333333334,1533,243,Entrance
CAM 1,76.24283333333334,1233,55,Entrance
CAM 1,76.40966666666667,150,1049,Entrance
CAM 1,76.40966666666667,488,1046,Entrance
CAM 1,76.40966666666667,1249,1042,Entrance
CAM 1,76.40966666666667,968,959,Entrance
CAM 1,76.40966666666667,1903,951,Entrance
CAM 1,76.40966666666667,1626,936,Entrance
CAM 1,76.40966666666667,669,879,Entrance
CAM 1,76.40966666666667,1235,875,Entrance
CAM 1,76.40966666666667,721,882,Entrance
CAM 1,76.40966666666667,1195,874,Entrance
CAM 1,76.40966666666667,1760,900,Entrance
CAM 1,76.40966666666667,1572,864,Entrance
CAM 1,76.40966666666667,1685,868,Entrance
CAM 1,76.40966666666667,1157,880,Entrance
CAM 1,76.40966666666667,1026,871,Entrance
CAM 1,76.40966666666667,379,734,Entrance
CAM 1,76.40966666666667,610,735,Entrance
CAM 1,76.40966666666667,1827,778,Entrance
CAM 1,76.40966666666667,1007,704,Entrance
CAM 1,76.40966666666667,810,720,Entrance
CAM 1,76.40966666666667,139,705,Entrance
CAM 1,76.40966666666667,1121,716,Entrance
CAM 1,76.40966666666667,1665,646,Entrance
CAM 1,76.40966666666667,1485,578,Entrance
CAM 1,76.40966666666667,1495,484,Entrance
CAM 1,76.40966666666667,1383,539,Entrance
CAM 1,76.40966666666667,1395,418,Entrance
CAM 1,76.40966666666667,1714,513,Entrance
CAM 1,76.40966666666667,916,403,Entrance
CAM 1,76.40966666666667,1554,407,Entrance
CAM 1,76.40966666666667,319,393,Entrance
CAM 1,76.40966666666667,1460,392,Entrance
CAM 1,76.40966666666667,1835,388,Entrance
CAM 1,76.40966666666667,1649,385,Entrance
CAM 1,76.40966666666667,478,383,Entrance
CAM 1,76.40966666666667,1195,369,Entrance
CAM 1,76.40966666666667,1507,303,Entrance
CAM 1,76.40966666666667,1533,242,Entrance
CAM 1,76.40966666666667,1831,82,Entrance
CAM 1,76.40966666666667,1234,47,Entrance
CAM 1,76.5765,1249,1046,Entrance
CAM 1,76.5765,460,1040,Entrance
CAM 1,76.5765,967,959,Entrance
CAM 1,76.5765,1904,947,Entrance
CAM 1,76.5765,1196,873,Entrance
CAM 1,76.5765,717,865,Entrance
CAM 1,76.5765,1572,864,Entrance
CAM 1,76.5765,1760,892,Entrance
CAM 1,76.5765,1676,865,Entrance
CAM 1,76.5765,1159,881,Entrance
CAM 1,76.5765,1060,864,Entrance
CAM 1,76.5765,632,728,Entrance
CAM 1,76.5765,1828,778,Entrance
CAM 1,76.5765,492,707,Entrance
CAM 1,76.5765,531,703,Entrance
CAM 1,76.5765,831,707,Entrance
CAM 1,76.5765,149,698,Entrance
CAM 1,76.5765,1104,703,Entrance
CAM 1,76.5765,1667,656,Entrance
CAM 1,76.5765,1485,579,Entrance
CAM 1,76.5765,1495,484,Entrance
CAM 1,76.5765,1528,460,Entrance
CAM 1,76.5765,1382,525,Entrance
CAM 1,76.5765,1386,422,Entrance
CAM 1,76.5765,1708,513,Entrance
CAM 1,76.5765,1555,406,Entrance
CAM 1,76.5765,350,394,Entrance
CAM 1,76.5765,1461,391,Entrance
CAM 1,76.5765,1079,377,Entrance
CAM 1,76.5765,1822,373,Entrance
CAM 1,76.5765,494,373,Entrance
CAM 1,76.5765,1641,376,Entrance
CAM 1,76.5765,1228,363,Entrance
CAM 1,76.5765,1505,302,Entrance
CAM 1,76.5765,1532,241,Entrance
CAM 1,76.5765,1831,82,Entrance
CAM 1,76.5765,1192,33,Entrance
CAM 1,76.74333333333334,1249,1046,Entrance
CAM 1,76.74333333333334,167,1030,Entrance
CAM 1,76.74333333333334,122,1030,Entrance
CAM 1,76.74333333333334,508,1029,Entrance
CAM 1,76.74333333333334,967,960,Entrance
